Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Storage Type,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Payment Method,Priority,Channel,Discount Amount,Cost Price,Sale Price,Purchase Date,Ship Date,Finance Amount,RAM,Credit Score,Cost of Repairs,Total Sales per Employee,PC Market Price,Storage Capacity
Africa,Egypt,Kafr El Sheikh,GHI Machines,3,HP,Probook,SSD,Cynthia,Campbell,+1-999-603-4529x70761,uchavez@example.com,Christina Garza,Second-hand Sales,Cash,Low,Offline,608,16481,18565,2023-02-23,N/A,0,8GB,773,0,466,17599,256GB
North America,Pennsylvania,Harrisburg,Frankies Hardware and Software,7,Lenovo,ThinkPad T14,SSD,Lisa,Brown,001-733-560-4078x89433,snowdanielle@example.com,Carol Wells,Returns,Finance,Medium,Online,340,24089,28378,2023-03-20,2023-03-22,2947,16GB,760,0,116,25124,256GB
Africa,Egypt,Qalyubia,Benjis Tech,3,Toshiba,Qosmio,SSD,Travis,Hunter,001-388-641-9498x156,nicole10@example.com,Allison Gilbert,Repairs,Cash,Medium,Online,375,19463,23748,2021-07-09,2021-07-16,0,2GB,485,2021,672,22586,500GB
Africa,Nigeria,Rivers,ABC Computers,3,Apple,Apple Macintosh Classic,HDD,Kyle,Schultz,(378)286-4531x6475,montescynthia@example.org,Mary Shaw,New Sales,Bank Transfer,High,Offline,637,18998,22158,2022-02-08,N/A,0,16GB,657,0,993,21041,1TB
North America,Ohio,Canton,DEF Machines,9,Toshiba,Tecra,SSD,Stephanie,Carson,316-272-4048,jamesmcgee@example.org,Roger Cole,Second-hand Sales,Cash,Medium,Online,311,9364,13976,2022-10-21,2022-10-22,0,8GB,690,0,432,10773,256GB
Africa,Ethiopia,Dire Dawa,KyaSand Tech Gadgets,8,Dell,Venue,HDD,Cassandra,Frazier,(963)422-8763,natasha66@example.org,Steven Walls,Second-hand Sales,Bank Transfer,Low,Offline,498,24290,28710,2022-03-21,N/A,0,8GB,697,0,793,25634,256GB
Africa,Kenya,Migori,GHI Machines,10,Asus,VivoBook Flip 14,SSD,Jessica,Kim,155.224.8799,chaynes@example.com,Amy Johnson,Repairs,Cash,Medium,Offline,811,26490,30498,2022-09-07,N/A,0,16GB,731,1052,951,30314,1TB
North America,New York,Buffalo,Benjis Tech,3,Toshiba,Libretto,SSD,Justin,Park,223.774.5319x33749,thomastracy@example.net,Sean Guerrero,Returns,Finance,High,Online,122,18607,22056,2021-03-26,2021-03-27,32336,16GB,580,0,600,20755,500GB
North America,Illinois,Springfield,Benjis Tech,2,Asus,Chromebook Flip C434,HDD,Heather,Rodriguez,(201)077-2281,manuel68@example.net,Jeremy Thomas,Returns,Cash,Low,Offline,384,23832,28517,2023-03-26,N/A,0,8GB,834,0,543,23907,256GB
North America,New York,Buffalo,XYZ Tech,6,Asus,ROG Zephyrus S GX701,HDD,Robert,Miller,698.810.5626,shannonnelson@example.org,Natalie Jimenez,Returns,Cash,Low,Online,865,21839,25074,2023-12-19,2024-01-08,0,8GB,798,0,942,24083,1TB
North America,Pennsylvania,Oil City,XYZ Tech,2,Asus,TUF Gaming A15,SSD,Paula,Thomas,+1-739-884-0256x199,brownelizabeth@example.com,Michael Smith,Second-hand Sales,Finance,Low,Online,79,27644,32504,2022-01-16,2022-01-30,46761,2GB,592,0,375,31970,256GB
Africa,Morocco,Fahs Anjra,KyaSand Tech Gadgets,2,HP,ZBook,HDD,Steve,Hart,5142390748,dharvey@example.org,Emma Scott,Second-hand Sales,Bank Transfer,High,Online,78,24124,28272,2023-03-24,2023-04-01,0,8GB,827,0,658,26133,1TB
Africa,Morocco,Taza,Jacks Hardware,6,Apple,Apple PowerBook G4,HDD,Stephanie,Carrillo,(736)559-3776x4752,anne73@example.net,John Whitney,New Sales,Finance,High,Online,203,27369,31886,2023-06-23,2023-06-27,27113,8GB,828,0,406,27749,256GB
Africa,Botswana,North-West,Jacks Hardware,4,Apple,Apple Power Mac G5,HDD,Jack,Stewart,554.651.4231,jonathanclark@example.org,Lisa Williams,Repairs,Bank Transfer,Low,Offline,819,21941,24308,2022-06-07,N/A,0,8GB,424,2023,497,22434,1TB
North America,Pennsylvania,Williamsport,KyaSand Tech Gadgets,1,MSI,GP65 Leopard,SSD,Sarah,Campbell,001-811-562-0767,lauren05@example.org,Nathan Villarreal,Repairs,Cash,Medium,Online,958,12415,15784,2021-11-12,2021-11-16,0,4GB,516,4526,389,12655,500GB
Africa,Kenya,Meru,S & A Computer Place,2,Lenovo,ThinkCentre M920 Tiny,SSD,Jeffrey,Bishop,13650762,nathan48@example.net,Jeffrey Cook,Repairs,Bank Transfer,Medium,Offline,87,24845,27277,2023-11-27,N/A,0,16GB,537,2888,18,26171,256GB
North America,Ohio,Dayton,Ricks Computers,2,Microsoft,Surface Laptop,HDD,Mark,Avila,001-893-415-7618,elizabeth22@example.org,Melissa Fernandez,New Sales,Finance,Low,Online,46,14006,18219,2021-12-29,2022-01-06,8993,16GB,535,0,416,17871,256GB
Africa,Tanzania,Tanga,Mini Tech,4,Asus,VivoBook Flip 14,HDD,Mark,Stewart,001-272-687-3067x479,robertrivera@example.net,Mitchell Atkins,Returns,Finance,High,Online,479,4207,6613,2021-08-09,2021-09-06,11189,4GB,521,0,205,4598,256GB
North America,Michigan,Detroit,Western International PCs,9,Toshiba,Portege,SSD,Paul,Hughes,319.028.2102,greenjill@example.net,Kevin Padilla,New Sales,Cash,Medium,Online,132,13558,17482,2021-11-02,2021-11-29,0,16GB,563,0,887,13651,1TB
North America,Georgia,Albany,GHI Machines,3,Toshiba,Satellite,HDD,Tanya,Griffin,496-370-1502x96539,jonesmonique@example.com,Joe Thomas,Repairs,Bank Transfer,High,Online,846,16059,20744,2022-01-18,2022-01-28,0,4GB,583,4634,506,19810,500GB
North America,California,Riverside,XYZ Tech,1,Acer,Swift 3,HDD,Nicole,Washington,(600)088-3652,lduncan@example.net,Linda Perez,Returns,Cash,Low,Offline,821,5064,9559,2021-03-12,N/A,0,16GB,489,0,206,8049,256GB
North America,Michigan,Sterling Heights,Mini Tech,9,MSI,GS66 Stealth,SSD,Nicole,Cole,081-513-8906x0967,dhall@example.com,Kevin Padilla,Second-hand Sales,Bank Transfer,Medium,Offline,603,11075,14903,2022-10-28,N/A,0,16GB,774,0,305,13441,500GB
Africa,Ghana,Central,GHI Machines,6,Lenovo,ThinkPad X1 Carbon,HDD,Raymond,Salazar,873-082-1477,alyssa14@example.com,Kevin Lee,Repairs,Cash,High,Offline,461,22745,27351,2023-04-21,N/A,0,16GB,492,4480,42,24593,500GB
Africa,Ethiopia,Tigray,Mini Tech,5,MSI,GP65 Leopard,HDD,Julie,Lopez,385.050.7855,tiffanywilliams@example.com,Samuel Hurst,Second-hand Sales,Bank Transfer,High,Online,588,13876,16363,2022-12-17,2022-12-22,0,2GB,567,0,605,15757,1TB
Africa,South Africa,Northern Cape,Western International PCs,7,Samsung,Notebook 9 Pen,HDD,Kenneth,Henry,275-687-8080x58671,cherylglenn@example.org,Erin Williams,Returns,Cash,Medium,Offline,330,7603,10313,2022-07-27,N/A,0,8GB,640,0,398,8917,500GB
Africa,Egypt,Port Said,ABC Computers,7,Samsung,Chromebook 4,SSD,Dale,Tran,588-137-5406,fmueller@example.org,Diana Owens,Second-hand Sales,Bank Transfer,High,Online,228,5998,10292,2022-06-03,2022-07-02,0,16GB,756,0,933,8120,1TB
North America,Michigan,Muskegon,A & A PCs,6,Lenovo,ThinkCentre M920 Tiny,HDD,Robert,Wheeler,837.591.2414x8462,kimberlycarroll@example.net,Kevin Padilla,Second-hand Sales,Finance,High,Online,38,29638,32472,2021-09-26,2021-10-22,41253,16GB,838,0,979,30186,500GB
North America,Georgia,Atlanta,Ricks Computers,3,Microsoft,Surface Neo,HDD,William,Crosby,(271)367-5613,christophermejia@example.org,Michael Collins,Repairs,Bank Transfer,Medium,Online,937,6120,8581,2022-07-16,2022-07-26,0,8GB,424,2486,284,6640,256GB
Africa,South Africa,Western Cape,DEF Machines,3,Acer,Aspire 7,SSD,Lauren,Wilson,+1-761-197-4260,mallory71@example.com,Mrs. Barbara Davenport,New Sales,Bank Transfer,High,Offline,760,19416,24072,2022-08-14,N/A,0,2GB,637,0,509,19865,1TB
North America,Illinois,Des Plaines,GHI Machines,9,Apple,Apple Power Mac G5,SSD,John,Hansen,001-128-119-4935x8921,douglas50@example.com,Daniel Serrano,Repairs,Finance,High,Online,405,19535,21945,2022-10-11,2022-10-25,27227,4GB,511,1020,382,19740,1TB
North America,North Carolina,Salisbury,GH PC Shop,1,MSI,GL65 Leopard,SSD,Alan,Evans,001-001-950-4614,thomaswalker@example.com,Tamara Clark,New Sales,Cash,Medium,Offline,165,29696,31714,2024-02-18,N/A,0,16GB,618,0,672,30070,256GB
North America,Michigan,Sterling Heights,LJ Computers,8,Apple,Apple PowerBook G4,HDD,Angela,Scott,001-450-944-3627x7094,sbarrera@example.com,Tiffany Velez,Returns,Finance,Medium,Offline,137,4766,9078,2021-06-14,N/A,18202,16GB,545,0,520,6628,1TB
North America,Illinois,Elgin,Ricks Computers,9,Dell,Inspiron,HDD,Jessica,Butler,730.603.9165,jenna61@example.net,Jason Phillips,Returns,Cash,Low,Offline,471,12583,16896,2022-09-02,N/A,0,2GB,457,0,946,16557,500GB
Africa,Ethiopia,Benishangul-Gumuz,ABC Computers,8,Asus,VivoBook S14,SSD,Paula,Padilla,(561)769-0063,imartin@example.com,Joseph Good,New Sales,Cash,High,Online,350,25559,28078,2023-01-04,2023-01-18,0,16GB,605,0,364,27406,256GB
Africa,Morocco,Settat,GHI Machines,5,Asus,ProArt StudioBook Pro X,SSD,Wesley,Holden,897.667.7810,karen77@example.com,Jessica Thomas,Second-hand Sales,Cash,Low,Offline,387,17251,21498,2022-04-28,N/A,0,8GB,422,0,232,20451,1TB
North America,North Carolina,Chapel Hill,ABC Computers,8,Acer,Aspire 7,SSD,Richard,Owens,656.953.3867x04832,ilewis@example.net,Tamara Clark,Returns,Cash,Low,Online,597,14907,18420,2023-12-16,2023-12-17,0,4GB,660,0,420,16744,256GB
Africa,Angola,Malanje,S & A Computer Place,10,Apple,Apple Power Mac G5,SSD,Sara,Lopez,894.498.3245x280,daniel39@example.org,Kimberly Duncan,Returns,Finance,Medium,Online,473,7875,10060,2021-11-11,2021-11-21,32742,16GB,743,0,878,9753,1TB
Africa,Botswana,South-East,DEF Machines,9,Asus,ZenBook UX425,HDD,William,Meyer,+1-402-793-9358x42431,olsonvincent@example.net,Sarah Riley,Returns,Cash,Low,Offline,240,20949,23679,2022-04-11,N/A,0,16GB,630,0,611,22883,1TB
Africa,Ethiopia,Benishangul-Gumuz,A & A PCs,10,Microsoft,Surface Hub,SSD,Brandon,Murphy,001-291-523-4778,bdickson@example.com,Alexa Hopkins,Second-hand Sales,Cash,High,Online,461,7310,11998,2022-02-21,2022-03-04,0,4GB,440,0,628,11164,1TB
Africa,Egypt,Beni Suef,Ricks Computers,4,Asus,ProArt StudioBook Pro X,HDD,Robert,Sullivan,001-552-471-5654x83416,hendersonnatalie@example.com,Diana Owens,New Sales,Cash,High,Online,489,8040,12264,2022-07-10,2022-08-08,0,8GB,727,0,209,8462,500GB
North America,New York,Freeport,GHI Machines,9,Samsung,Notebook 9 Pen,SSD,Joyce,Wilson,+1-314-600-9615x77271,hillmatthew@example.org,Victoria Hodges,Repairs,Cash,Low,Online,262,11122,13399,2021-07-22,2021-08-07,0,4GB,443,1694,810,13308,500GB
Africa,Botswana,North-East,KyaSand Tech Gadgets,10,Lenovo,ThinkPad T14,HDD,Alexis,Caldwell,199-616-0557,larsenjennifer@example.com,Karen Hale,New Sales,Finance,High,Offline,806,18931,21332,2022-02-28,N/A,39442,2GB,738,0,526,20434,500GB
North America,Pennsylvania,York,KyaSand Tech Gadgets,7,Asus,VivoBook Flip 14,SSD,David,Collins,555-505-5924,uwilson@example.com,Michael Smith,Returns,Cash,High,Online,767,27707,29953,2022-10-04,2022-10-08,0,4GB,831,0,947,28324,256GB
North America,Florida,Miami Gardens,Mini Tech,4,Samsung,Chromebook 4,SSD,Anthony,Goodwin,718337818,parkerdavid@example.com,Rachel Rowe,Repairs,Cash,Low,Offline,520,24575,29377,2021-10-09,N/A,0,2GB,641,2817,187,24948,500GB
Africa,Ethiopia,Dire Dawa,Benjis Tech,2,Samsung,Notebook 9 Pen,SSD,Darlene,Reed,+1-056-668-1054,rpeters@example.net,Jacob Spencer,New Sales,Bank Transfer,Medium,Online,921,29340,32617,2021-06-22,2021-07-18,0,2GB,418,0,982,30438,256GB
Africa,Ethiopia,Gambela,ABC Computers,4,HP,Chromebook,HDD,Renee,Davis,001-400-243-4594x138,marie96@example.net,Kenneth Herring,Returns,Cash,Low,Offline,475,22761,25011,2023-05-18,N/A,0,2GB,788,0,649,23123,500GB
Africa,Botswana,North-East,Frankies Hardware and Software,9,Asus,ProArt StudioBook Pro X,SSD,Christopher,Pope,+1-579-521-4169,lindsayayala@example.net,Sarah Riley,Repairs,Finance,Medium,Online,19,21252,24948,2021-11-16,2021-12-03,41614,8GB,455,4207,973,24222,1TB
North America,Texas,Plano,Mini Tech,5,Lenovo,Legion 5,HDD,Diana,Vargas,908.743.9577x741,ryanmiller@example.org,Lori Washington,Returns,Cash,Medium,Online,372,27003,29343,2021-08-22,2021-09-11,0,8GB,739,0,880,28243,1TB
Africa,Tanzania,Kigoma,Jacks Hardware,6,MSI,GS66 Stealth,SSD,Raymond,Williams,465.480.1760,maddoxlinda@example.net,Mary Fisher,New Sales,Cash,High,Online,547,14256,18013,2023-02-04,2023-02-26,0,8GB,745,0,686,15426,1TB
Africa,Ghana,Greater Accra,XYZ Tech,3,Asus,Chromebook Flip C434,HDD,Robert,Garcia,649.919.3967x5252,kingjohn@example.com,Jonathan Miller,Repairs,Cash,High,Online,69,6357,9898,2023-08-26,2023-09-17,0,4GB,545,3017,862,8358,256GB
North America,North Carolina,Wilson,ABC Computers,8,Apple,Apple Macintosh Classic,SSD,Amy,Orozco,001-818-359-7360x705,darlenenichols@example.com,Eric Hall,Repairs,Bank Transfer,High,Online,669,24354,26981,2024-02-09,2024-03-06,0,16GB,512,3177,777,24881,500GB
North America,California,Long Beach,KyaSand Tech Gadgets,10,Acer,ConceptD 5,HDD,Vincent,Schmidt,664.656.5777,williamjefferson@example.com,Alyssa Martinez,Returns,Cash,Medium,Offline,972,16792,21599,2021-12-22,N/A,0,16GB,407,0,984,21161,1TB
North America,Georgia,Newnan,LJ Computers,7,Samsung,Notebook 9 Pen,SSD,Suzanne,Perry,001-164-370-6255,rgarcia@example.org,Michael Collins,Returns,Finance,Low,Online,502,10783,14387,2021-05-26,2021-06-24,8008,2GB,492,0,861,11518,256GB
North America,New York,Long Island City,Jacks Hardware,7,Microsoft,Surface Neo,HDD,Michael,Lewis,580-694-1488,bsanders@example.com,Ashley Miranda,Second-hand Sales,Finance,High,Online,272,18740,22544,2022-10-11,2022-10-13,26646,4GB,707,0,600,21562,1TB
Africa,Kenya,Mandera,CK Tech Store,10,Acer,Chromebook Spin 311,HDD,Jacqueline,Garcia,(086)455-6216,whitetammy@example.org,Amy Johnson,Second-hand Sales,Finance,Medium,Online,250,16565,19544,2022-08-05,2022-08-28,17545,4GB,569,0,88,17370,1TB
Africa,Kenya,Busia,Frankies Hardware and Software,9,Samsung,Galaxy Chromebook 2,HDD,Alicia,Townsend,(752)472-9604,crobinson@example.org,David Ellis,New Sales,Finance,Medium,Offline,895,14578,17703,2021-07-15,N/A,15407,16GB,543,0,829,17039,1TB
Africa,Kenya,Machakos,LJ Computers,8,MSI,GP76 Leopard,HDD,Nicholas,Mcfarland,001-603-440-5023x366,kimberlyobrien@example.org,Tonya Nolan,Returns,Cash,Medium,Offline,320,13677,17049,2023-10-06,N/A,0,8GB,527,0,631,14025,1TB
Africa,Kenya,Tana River,KyaSand Tech Gadgets,7,Microsoft,Surface Duo,SSD,Shelly,Soto,+1-359-252-9178,ncooper@example.net,Amy Johnson,Returns,Cash,High,Offline,198,18583,20669,2023-12-28,N/A,0,2GB,453,0,243,19785,500GB
Africa,Kenya,Kajiado,XYZ Tech,1,Lenovo,ThinkPad P15s,SSD,Evelyn,Patton,(379)971-3462x46563,ncook@example.org,Jason Robinson,Returns,Cash,Low,Offline,933,26051,28824,2024-02-04,N/A,0,2GB,439,0,863,28378,256GB
Africa,Egypt,Asyut,GHI Machines,9,Apple,Apple Lisa,SSD,Ashley,Kane,104.330.2482x48382,hartveronica@example.com,Christina Garza,Returns,Finance,High,Offline,32,2737,7717,2024-01-27,N/A,47280,16GB,707,0,11,7355,1TB
North America,Georgia,Rome,Mini Tech,1,Acer,Aspire E 15,SSD,Charles,Martinez,001-093-058-7789x93935,xingram@example.org,Joe Thomas,Repairs,Finance,High,Offline,595,11471,14096,2023-04-05,N/A,18265,8GB,560,1146,770,12344,256GB
North America,Florida,Orlando,Frankies Hardware and Software,3,Toshiba,Portege,HDD,Richard,Pollard,011-704-6658,ichaney@example.com,Tanya Mcclure,Returns,Bank Transfer,Low,Online,291,11106,14681,2022-11-24,2022-11-27,0,16GB,797,0,321,13044,1TB
Africa,South Africa,Eastern Cape,Benjis Tech,2,Microsoft,Surface Book,HDD,Jessica,Lawson,(247)352-7573x099,sferguson@example.org,Erin Williams,New Sales,Finance,Medium,Online,189,11289,14121,2021-09-06,2021-09-18,44518,2GB,471,0,381,11582,1TB
Africa,Kenya,Bungoma,GH PC Shop,2,Apple,Apple Lisa,SSD,Joseph,Horton,+1-496-836-1475,ehanson@example.net,Kenneth Moore,Second-hand Sales,Bank Transfer,Low,Offline,56,11357,14089,2021-10-28,N/A,0,2GB,454,0,284,11607,500GB
North America,New York,Freeport,Frankies Hardware and Software,7,Samsung,Notebook 9,HDD,Reginald,Harrison,603-637-5291x999,brianburgess@example.net,Alan Newman,Returns,Cash,High,Offline,959,12706,16934,2021-07-19,N/A,0,4GB,663,0,679,13537,256GB
North America,Michigan,Warren,A & A PCs,2,Dell,OptiPlex,HDD,Dylan,Chavez,517-879-5704x9078,zclark@example.com,Teresa Martin,Repairs,Finance,High,Offline,801,24192,27961,2023-01-21,N/A,33747,16GB,608,4239,606,25861,500GB
North America,North Carolina,Jacksonville,GHI Machines,10,Dell,G Series,SSD,Diane,Long,092.084.3477x76276,hughesronnie@example.org,Catherine Cuevas,New Sales,Bank Transfer,Medium,Offline,848,21229,23263,2022-07-01,N/A,0,8GB,759,0,188,22600,256GB
Africa,South Africa,Limpopo,Jacks Hardware,2,Asus,TUF Gaming A15,HDD,Jessica,White,479.791.6257x39244,kvillarreal@example.net,Thomas Barr,New Sales,Cash,Medium,Online,786,13648,16383,2021-09-06,2021-10-04,0,2GB,489,0,98,14697,1TB
Africa,Botswana,Kgatleng,GH PC Shop,3,HP,Chromebook,SSD,Gregory,Good,964-513-4686,coconnor@example.com,Michael Byrd,Repairs,Bank Transfer,Low,Offline,902,4823,9635,2022-12-28,N/A,0,8GB,838,3380,425,7110,1TB
Africa,Botswana,Kweneng,A & A PCs,10,MSI,GS66 Stealth,HDD,Natasha,Flores,001-614-104-7804x30856,armstrongeric@example.com,Heather Singleton,Returns,Cash,Low,Online,429,20501,23047,2022-09-30,2022-10-28,0,2GB,613,0,81,21664,500GB
North America,North Carolina,Asheville,Mini Tech,2,Microsoft,Surface Neo,HDD,Ronald,Richardson,(091)661-5605x48406,eric32@example.com,Catherine Cuevas,Repairs,Cash,Medium,Offline,414,19428,22893,2024-01-03,N/A,0,8GB,612,4794,640,21807,500GB
North America,Ohio,Dublin,GH PC Shop,9,Dell,Venue,HDD,Anthony,Vasquez,+1-842-246-1911x170,whitesarah@example.org,Diamond Baker,Repairs,Bank Transfer,Low,Offline,286,27902,31986,2021-10-15,N/A,0,2GB,829,4991,707,29496,1TB
Africa,Botswana,Kweneng,LJ Computers,8,Toshiba,Chromebook,HDD,Crystal,Daugherty,+1-051-419-9902x8865,amorris@example.org,Justin Schroeder,Returns,Finance,Medium,Online,392,15455,19244,2021-05-23,2021-06-06,13428,16GB,443,0,123,18648,500GB
North America,Ohio,Dayton,Benjis Tech,3,Microsoft,Surface Go,HDD,Jose,Taylor,001-927-357-4302x509,garciamichael@example.org,Melissa Fernandez,Returns,Bank Transfer,High,Offline,689,11588,14905,2022-09-28,N/A,0,4GB,576,0,959,12364,256GB
Africa,Botswana,South-East,KyaSand Tech Gadgets,7,Samsung,Notebook Odyssey,HDD,Christopher,Ellis,+1-950-561-7956x684,moyerbrenda@example.com,Lisa Williams,Second-hand Sales,Cash,Low,Offline,408,7253,11412,2022-06-07,N/A,0,2GB,731,0,926,8827,500GB
Africa,Ghana,Volta,GHI Machines,3,Microsoft,Surface Go,SSD,James,Johnson,(649)641-5684x186,warrenlisa@example.org,Amanda Hurley,New Sales,Cash,High,Online,66,29979,34740,2022-10-07,2022-11-03,0,4GB,703,0,421,34305,256GB
Africa,Ethiopia,Amhara,GH PC Shop,6,Microsoft,Surface Pro,HDD,Joseph,Lewis,578.344.4650x27504,jwright@example.com,Thomas Ramos,Repairs,Bank Transfer,Low,Offline,399,16702,18917,2023-11-15,N/A,0,2GB,408,3540,912,17913,1TB
Africa,Kenya,Lamu,ABC Computers,9,Microsoft,Surface Hub,SSD,Jenna,Lopez,+1-642-798-0823x764,joshuaross@example.org,Amy Johnson,Repairs,Finance,Low,Online,165,7904,11760,2021-04-25,2021-05-14,5736,16GB,812,2293,396,11279,500GB
North America,Pennsylvania,Lebanon,GHI Machines,8,Acer,Aspire 5,SSD,William,Thompson,001-297-788-3476,vramirez@example.com,Thomas Perry,Returns,Bank Transfer,Low,Offline,890,6062,9510,2023-11-23,N/A,0,4GB,724,0,547,6502,256GB
Africa,Tanzania,Pemba Kusini,XYZ Tech,9,Apple,Apple Macintosh SE,HDD,Jill,Brown,4069365122,aroy@example.net,Alicia Evans,Returns,Bank Transfer,Medium,Online,570,3075,6180,2022-10-02,2022-10-03,0,8GB,482,0,231,4785,500GB
North America,Florida,Gainesville,ABC Computers,4,Toshiba,Tecra,SSD,Sheila,White,481-231-5357,toddjo@example.net,Raymond Larson,Repairs,Finance,Medium,Offline,864,4945,8376,2022-08-26,N/A,38107,8GB,838,1993,872,5945,1TB
North America,Pennsylvania,Erie,ABC Computers,7,Toshiba,Libretto,HDD,Matthew,Berg,001-255-758-5994x2314,rthornton@example.com,Michael Chan,New Sales,Cash,Low,Online,633,24432,26994,2023-05-11,2023-05-22,0,8GB,692,0,949,25334,256GB
Africa,Tanzania,Lindi,Ricks Computers,10,Microsoft,Surface Hub,SSD,Samantha,Mcbride,+1-546-788-7916,paula00@example.net,Jennifer Morales,New Sales,Finance,Low,Online,690,4230,6701,2021-07-06,2021-07-18,38819,2GB,834,0,386,5927,500GB
Africa,Egypt,Monufia,Benjis Tech,1,MSI,GP65 Leopard,HDD,Alexander,Ellis,395.475.8857x0014,jacob03@example.net,Kelly Christian,New Sales,Bank Transfer,High,Offline,42,13015,15409,2022-02-11,N/A,0,16GB,624,0,538,13281,500GB
Africa,Botswana,North-West,LJ Computers,4,MSI,GE76 Raider,HDD,Jessica,Ortiz,7237012220,myersgabriela@example.org,Susan Nelson,New Sales,Bank Transfer,Low,Offline,530,9552,12939,2023-07-14,N/A,0,8GB,613,0,827,10497,256GB
North America,North Carolina,Greensboro,GHI Machines,10,Toshiba,Libretto,SSD,Chelsea,Molina,074-336-6518x9222,adrianagreen@example.net,Tamara Clark,Second-hand Sales,Cash,Low,Online,628,6490,10222,2022-09-12,2022-09-28,0,2GB,496,0,410,8570,256GB
North America,North Carolina,Wilson,DEF Machines,4,Acer,Nitro 5,HDD,Michael,Adams,001-754-199-0719x564,tclark@example.org,Morgan Moore,Returns,Bank Transfer,High,Offline,448,6568,11532,2023-01-28,N/A,0,2GB,617,0,803,6872,500GB
North America,Ohio,Elyria,GH PC Shop,5,Acer,Chromebook Spin 311,SSD,Dominic,Lee,249-282-1862x2957,gvelez@example.com,Max Mccann,Repairs,Cash,Medium,Offline,782,7593,10708,2022-09-22,N/A,0,4GB,720,3178,406,10579,256GB
North America,California,Garden Grove,A & A PCs,6,Toshiba,Qosmio,HDD,Oscar,Fields,(759)854-3295x67704,zimmermansarah@example.net,Rachel Mitchell,Repairs,Cash,Low,Online,250,25945,30048,2022-01-23,2022-02-21,0,16GB,729,1438,958,29716,1TB
North America,New York,Yonkers,LJ Computers,4,MSI,GS66 Stealth,HDD,Brian,Porter,(294)712-5752x232,cherylhicks@example.org,Natalie Jimenez,Second-hand Sales,Cash,Medium,Online,950,8703,12333,2021-12-21,2021-12-30,0,4GB,405,0,895,10097,1TB
Africa,Kenya,Samburu,GH PC Shop,2,HP,Omen,HDD,Tonya,Schmitt,891.385.4974x210,ochoaantonio@example.net,Jeffrey Cook,New Sales,Bank Transfer,Low,Online,471,25440,28951,2024-01-17,2024-02-13,0,8GB,545,0,881,27055,256GB
North America,Georgia,Peachtree City,Mini Tech,5,Apple,Apple Lisa,HDD,Keith,Heath,281.347.8426x088,aprillynch@example.net,Jacqueline Rice,Returns,Cash,Low,Online,731,14110,16947,2021-05-05,2021-06-02,0,2GB,837,0,493,16685,1TB
North America,Pennsylvania,Hazleton,LJ Computers,9,MSI,GP76 Leopard,SSD,Mark,Case,247.580.3545,kevinmartinez@example.net,Nathan Villarreal,Repairs,Finance,Medium,Online,485,3248,8176,2021-12-09,2021-12-19,30129,16GB,737,1602,795,6783,256GB
Africa,Nigeria,Anambra,Mini Tech,2,Apple,Apple Power Mac G5,SSD,Katherine,Joseph,628-341-2731,connor95@example.net,Diana Waters,Repairs,Cash,Medium,Offline,279,18857,20925,2022-05-12,N/A,0,2GB,440,2052,599,20358,1TB
Africa,Nigeria,Taraba,Greens Laptops and PCs,7,Microsoft,Surface Pro,SSD,James,Terry,+1-929-992-9549x455,zcarter@example.org,Brian Gonzales,Repairs,Bank Transfer,Low,Online,770,21555,24816,2023-10-23,2023-11-18,0,16GB,402,3869,471,22313,1TB
North America,North Carolina,Winston-Salem,S & A Computer Place,1,Acer,Aspire 7,SSD,Ann,Parker,275-278-2837,hannah60@example.net,Eric Hall,Second-hand Sales,Finance,Low,Offline,533,5822,9079,2023-10-10,N/A,38819,2GB,670,0,939,6616,500GB
North America,Michigan,Midland,Western International PCs,10,HP,ZBook,SSD,Edward,Rice,528-041-7049x652,sherry34@example.org,Michael Gomez,Second-hand Sales,Finance,Low,Online,13,9194,12280,2023-05-15,2023-06-03,9835,8GB,639,0,695,10483,500GB
North America,Ohio,Reynoldsburg,GH PC Shop,6,MSI,GL65 Leopard,HDD,Michael,Rubio,838.632.4776x2235,donna94@example.net,Molly Johns,Second-hand Sales,Finance,High,Online,544,7816,11109,2023-11-27,2023-12-03,9938,8GB,479,0,954,10255,500GB
North America,Ohio,Cleveland,KyaSand Tech Gadgets,4,Samsung,Notebook Flash,HDD,Cynthia,Evans,510.496.9676,garrettjeremy@example.com,Eric James,Second-hand Sales,Finance,High,Online,282,21229,24048,2023-01-19,2023-01-29,12105,16GB,637,0,325,22545,1TB
Africa,Tanzania,Geita,Greens Laptops and PCs,6,Lenovo,IdeaPad Flex 5,SSD,Gregory,Lewis,+1-265-775-5128x79945,shawnmack@example.org,David Osborn,Returns,Bank Transfer,High,Offline,612,21656,26176,2022-06-08,N/A,0,4GB,830,0,885,22322,256GB
Africa,Morocco,Nouaceur,Greens Laptops and PCs,9,Dell,OptiPlex,SSD,Bradley,Case,(877)304-9904x53437,alexander52@example.com,Gwendolyn Thomas,New Sales,Bank Transfer,Medium,Offline,610,25924,30870,2021-03-28,N/A,0,2GB,445,0,265,30117,500GB
